Date,ULTAStoreNo,City,TotalQtySold,TotalGrossSales
{"":"2024-08-04,663,Eastvale                 ,40,1434.5
{"":"2024-08-04,664,Santa Fe                 ,22,1136.5
{"":"2024-08-04,665,Conway                   ,5,177.5
{"":"2024-08-04,666,Casper                   ,6,201
{"":"2024-08-04,667,Helena                   ,11,677
{"":"2024-08-04,668,Chicago                  ,11,813
{"":"2024-08-04,669,Falls Church             ,23,1102.5
{"":"2024-08-04,670,Southaven                ,10,489.5
{"":"2024-08-04,672,Vernon Hills             ,10,976
{"":"2024-08-04,673,Lima                     ,1,59
{"":"2024-08-04,674,Sioux Falls              ,16,688.5
{"":"2024-08-04,675,Ontario                  ,9,336
{"":"2024-08-04,677,Virginia Beach           ,28,1585.5
{"":"2024-08-04,678,Lawton                   ,9,349
{"":"2024-08-04,679,Tallahassee              ,16,673
{"":"2024-08-04,680,Morrisville              ,22,992.5
{"":"2024-08-04,681,Apple Valley             ,15,683.5
{"":"2024-08-04,682,Issaquah                 ,16,1059.5
{"":"2024-08-04,683,Southern Pines           ,23,1168
{"":"2024-08-04,684,Morehead City            ,9,405.5
{"":"2024-08-04,685,Jacksonville             ,17,842
{"":"2024-08-04,686,South Gate               ,15,380.5
{"":"2024-08-04,688,Jackson                  ,15,557.5
{"":"2024-08-04,689,State College            ,9,541.5
{"":"2024-08-04,691,Billings                 ,23,1166
{"":"2024-08-04,692,Gaylord                  ,5,175.5
{"":"2024-08-04,693,Salisbury                ,10,628.5
{"":"2024-08-04,694,Massapequa Park          ,23,1240.5
{"":"2024-08-04,695,Niles                    ,14,603.5
{"":"2024-08-04,696,Baltimore                ,47,2218
{"":"2024-08-04,697,Moreno Valley            ,26,1273
{"":"2024-08-04,699,New Orleans              ,24,1309
{"":"2024-08-04,701,Douglasville             ,14,421
{"":"2024-08-04,702,Lansing                  ,10,423
{"":"2024-08-04,703,Newpory                  ,4,161.5
{"":"2024-08-04,705,Marquette                ,3,184
{"":"2024-08-04,706,Orlando                  ,23,1063
{"":"2024-08-04,707,Albuquerque              ,49,2246
{"":"2024-08-04,708,Portland                 ,14,589
{"":"2024-08-04,709,Gadsden                  ,2,132
{"":"2024-08-04,710,Gilroy                   ,10,341.5
{"":"2024-08-04,711,Visalia                  ,19,957
{"":"2024-08-04,713,Canton                   ,8,385
{"":"2024-08-04,714,Bay Shore                ,9,273
{"":"2024-08-04,716,Muncie                   ,9,481.5
{"":"2024-08-04,717,Saint Augustine          ,5,205
{"":"2024-08-04,718,Glendale                 ,7,191.5
{"":"2024-08-04,719,Rapid City               ,26,1409.5
{"":"2024-08-04,720,Old Saybrook             ,10,619
{"":"2024-08-04,721,Midlothian               ,13,369.5
{"":"2024-08-04,722,Nashville                ,20,1062.5
{"":"2024-08-04,723,El Centro                ,9,405.5
{"":"2024-08-04,724,Smithfield               ,4,-190.5
{"":"2024-08-04,725,St. Joseph               ,8,590
{"":"2024-08-04,726,Terre Haute              ,14,720.5
{"":"2024-08-04,727,Pocatello                ,2,82
{"":"2024-08-04,729,Springfield Township     ,9,310.5
{"":"2024-08-04,730,Lakewood                 ,18,815
{"":"2024-08-04,731,Delray Beach             ,13,415.8
{"":"2024-08-04,732,Deptford                 ,18,427
{"":"2024-08-04,733,Clarksville              ,20,1021.5
{"":"2024-08-04,734,Midland                  ,8,461
{"":"2024-08-04,735,Victor                   ,37,1718.5
{"":"2024-08-04,736,Irvine                   ,15,691.5
{"":"2024-08-04,737,Rock Hill                ,21,666
{"":"2024-08-04,738,Battle Creek             ,8,267.5
{"":"2024-08-04,739,Albany                   ,8,480.5
{"":"2024-08-04,740,Mansfield                ,24,966
{"":"2024-08-04,741,Raleigh                  ,23,1060.5
{"":"2024-08-04,742,Washington               ,3,123.5
{"":"2024-08-04,743,Capitola                 ,25,863
{"":"2024-08-04,744,Cincinnati               ,1,60
{"":"2024-08-04,745,Kansas City              ,11,513
{"":"2024-08-04,746,Lakeland                 ,34,1707.5
{"":"2024-08-04,747,Erie                     ,17,797
{"":"2024-08-04,748,Los Angeles              ,65,3605
{"":"2024-08-04,749,Beckley                  ,9,305
{"":"2024-08-04,750,Westwood                 ,17,793.5
{"":"2024-08-04,751,Owings Mills             ,33,1614
{"":"2024-08-04,752,Prattville               ,5,200.5
{"":"2024-08-04,753,Altamonte Springs        ,12,409
{"":"2024-08-04,754,Vero Beach               ,32,1555.5
{"":"2024-08-04,755,Exton                    ,34,1947
{"":"2024-08-04,756,Bristol                  ,4,193
{"":"2024-08-04,757,Las Vegas                ,25,1047
{"":"2024-08-04,758,North Port               ,11,432.5
{"":"2024-08-04,759,Longview                 ,7,311.5
{"":"2024-08-04,760,Knoxville                ,27,1358
{"":"2024-08-04,761,Charlotte                ,31,1660.5
{"":"2024-08-04,762,Winston Salem            ,23,780
{"":"2024-08-04,763,Lakeland                 ,12,404
{"":"2024-08-04,764,Missoula                 ,18,817.5
{"":"2024-08-04,765,Lafayette                ,8,433
{"":"2024-08-04,766,Manassas                 ,12,451
{"":"2024-08-04,767,Midvale                  ,14,856
{"":"2024-08-04,768,Plainville               ,13,714.5
{"":"2024-08-04,769,Vancouver                ,8,295
{"":"2024-08-04,770,Holyoke                  ,17,768.5
{"":"2024-08-04,771,Paducah                  ,14,610.5
{"":"2024-08-04,772,Pittsfield               ,17,623.5
{"":"2024-08-04,773,Epping                   ,20,1152.5
{"":"2024-08-04,774,Littleton                ,22,1413
{"":"2024-08-04,775,City of Industry         ,12,840
{"":"2024-08-04,777,Cupertino                ,20,826.5
{"":"2024-08-04,778,Fresno                   ,11,577
{"":"2024-08-04,779,Colorado Springs         ,23,1095.5
{"":"2024-08-04,780,North Little Rock        ,4,151
{"":"2024-08-04,781,West Palm Beach          ,12,490.5
{"":"2024-08-04,782,Clark                    ,44,2184
{"":"2024-08-04,783,Fairbanks                ,10,482
{"":"2024-08-04,784,Riverbank                ,36,1822
{"":"2024-08-04,787,Harrisburg               ,23,1289.5
{"":"2024-08-04,788,Seabrook                 ,20,1039
{"":"2024-08-04,789,Westminster              ,12,688
{"":"2024-08-04,790,Jonesboro                ,7,279.5
{"":"2024-08-04,791,Corvallis                ,14,857
{"":"2024-08-04,792,Redlands                 ,50,2506
{"":"2024-08-04,793,STROUDSBURG              ,17,733
{"":"2024-08-04,794,Frankfort                ,5,230.5
{"":"2024-08-04,795,Marlboro                 ,10,470
{"":"2024-08-04,796,San Jose                 ,10,450.5
{"":"2024-08-04,797,Chesapeake               ,30,1246
{"":"2024-08-04,798,Compton                  ,16,662
{"":"2024-08-04,799,Concord                  ,17,989
{"":"2024-08-04,808,Unknown,0,0
{"":"2024-08-04,822,Chambersburg             ,0,0
{"":"2024-08-04,833,Greenwood                ,0,0
{"":"2024-08-04,844,Dallas                   ,0,0
{"":"2024-08-04,855,Fresno                   ,0,0
{"":"2024-08-04,870,Greer                    ,0,0
{"":"2024-08-04,871,No City,0,0
{"":"2024-08-04,888,Romeoville,0,0
{"":"2024-08-04,902,Unknown,9738,437105
{"":"2024-08-04,1001,Northridge               ,11,485.5
{"":"2024-08-04,1002,Greenwood                ,13,603
{"":"2024-08-04,1003,Deerfield Beach          ,18,852
{"":"2024-08-04,1004,Macedonia                ,12,398
{"":"2024-08-04,1005,Bismarck                 ,7,290
{"":"2024-08-04,1006,Federal Way              ,13,790.5
{"":"2024-08-04,1008,Fort Wayne               ,9,227
{"":"2024-08-04,1009,Marina Del Rey           ,15,805.5
{"":"2024-08-04,1010,Jacksonville Beach       ,30,1476
{"":"2024-08-04,1011,Cranberry Township       ,30,1648
{"":"2024-08-04,1012,Viera                    ,6,372
{"":"2024-08-04,1013,Keene                    ,16,849.5
{"":"2024-08-04,1014,Syracuse                 ,7,349.5
{"":"2024-08-04,1015,Alexandria               ,13,676.5
{"":"2024-08-04,1016,Michigan City            ,9,324
{"":"2024-08-04,1017,Bellevue                 ,20,1060
{"":"2024-08-04,1018,Cedar Falls              ,8,309
{"":"2024-08-04,1019,North Myrtle Beach       ,4,187.5
{"":"2024-08-04,1020,Oxford                   ,3,210
{"":"2024-08-04,1021,Lake Charles             ,8,369.5
{"":"2024-08-04,1022,Harlingen                ,8,332
{"":"2024-08-04,1023,Prescott Valley          ,30,1652.5
{"":"2024-08-04,1024,Jefferson City           ,21,802
{"":"2024-08-04,1025,Saratoga Springs         ,18,729
{"":"2024-08-04,1026,Hyannis                  ,17,1113.5
{"":"2024-08-04,1027,Aurora                   ,13,615.5
{"":"2024-08-04,1028,Barboursville            ,4,200
{"":"2024-08-04,1029,Taylor                   ,10,484
{"":"2024-08-04,1030,Dover                    ,19,947.5
{"":"2024-08-04,1031,Olympia                  ,15,691.5
{"":"2024-08-04,1032,Puyallup                 ,11,557
{"":"2024-08-04,1033,Greeley                  ,7,225
{"":"2024-08-04,1034,Myrtle Beach             ,27,1158.5
{"":"2024-08-04,1035,West Covina              ,26,1347
{"":"2024-08-04,1036,Newark                   ,42,1942.5
{"":"2024-08-04,1037,San Luis Obispo          ,22,1205.5
{"":"2024-08-04,1038,Pikeville                ,13,786.5
{"":"2024-08-04,1040,Columbus                 ,9,380.5
{"":"2024-08-04,1042,Valdosta                 ,4,182
{"":"2024-08-04,1043,Pittsburgh               ,19,1173.5
{"":"2024-08-04,1044,Twin Falls               ,14,684.5
{"":"2024-08-04,1045,Flemington               ,16,723.5
{"":"2024-08-04,1046,Waco                     ,18,755.5
{"":"2024-08-04,1047,San Antonio              ,15,380
{"":"2024-08-04,1048,Pickerington             ,5,222.5
{"":"2024-08-04,1049,Menifee                  ,32,1539
{"":"2024-08-04,1050,Texarkana                ,5,251
{"":"2024-08-04,1051,Pinole                   ,26,1390
{"":"2024-08-04,1052,Lewisville               ,22,1069.5
{"":"2024-08-04,1053,Tigard                   ,8,363
{"":"2024-08-04,1054,Downey                   ,30,984.5
{"":"2024-08-04,1056,Salt Lake City           ,21,728
{"":"2024-08-04,1059,Forsyth                  ,10,325.5
{"":"2024-08-04,1060,Asheboro                 ,3,178
{"":"2024-08-04,1061,KALISPELL                ,27,1310.5
{"":"2024-08-04,1062,West Valley City         ,12,550
{"":"2024-08-04,1063,Paso Robles              ,24,1191
{"":"2024-08-04,1064,Auburn                   ,32,1689
{"":"2024-08-04,1065,San Leandro              ,9,359.5
{"":"2024-08-04,1066,San Antonio              ,23,842
{"":"2024-08-04,1067,King of Prussia          ,36,1706
{"":"2024-08-04,1068,Rancho Cordova           ,19,979
{"":"2024-08-04,1069,Scranton                 ,23,1291.5
{"":"2024-08-04,1070,Grafton                  ,21,827
{"":"2024-08-04,1071,Bastrop                  ,7,224.5
{"":"2024-08-04,1072,Montvale                 ,16,670.5
{"":"2024-08-04,1073,Arden                    ,18,910.5
{"":"2024-08-04,1074,Guilford                 ,37,2180
{"":"2024-08-04,1075,Morganton                ,15,737.5
{"":"2024-08-04,1076,Vernal                   ,9,535.5
{"":"2024-08-04,1077,Miami                    ,59,2495.5
{"":"2024-08-04,1078,Sebring                  ,13,591
{"":"2024-08-04,1079,St Louis Park            ,10,481
{"":"2024-08-04,1080,Columbus                 ,16,630
{"":"2024-08-04,1081,Bloomington              ,7,460
{"":"2024-08-04,1082,Roseville                ,11,490.5
{"":"2024-08-04,1083,Euless                   ,17,779
{"":"2024-08-04,1084,Alabaster                ,9,468
{"":"2024-08-04,1085,Shawnee                  ,2,69
{"":"2024-08-04,1086,Newport News             ,22,868.5
{"":"2024-08-04,1087,Anaheim                  ,6,214.5
{"":"2024-08-04,1088,Pflugerville             ,17,666.5
{"":"2024-08-04,1089,Austin                   ,11,527.5
{"":"2024-08-04,1090,Willowbrook              ,8,448
{"":"2024-08-04,1091,Upper Arlington          ,18,861.5
{"":"2024-08-04,1092,Brownsville              ,7,215.5
{"":"2024-08-04,1093,Simi Valley              ,15,900
{"":"2024-08-04,1095,Peachtree City           ,15,807.5
{"":"2024-08-04,1096,Brooksville              ,14,287.5
{"":"2024-08-04,1097,Henderson                ,12,642
{"":"2024-08-04,1098,San Antonio              ,19,873
{"":"2024-08-04,1099,Palm Coast               ,13,702
{"":"2024-08-04,1100,San Diego                ,18,877
{"":"2024-08-04,1101,Sioux City               ,8,384.5
{"":"2024-08-04,1102,Hudson                   ,7,353.5
{"":"2024-08-04,1103,Poughkeepsie             ,21,971.5
{"":"2024-08-04,1104,Las Cruces               ,15,840.5
{"":"2024-08-04,1105,Rocklin                  ,59,2789.5
{"":"2024-08-04,1106,Adrian                   ,7,195
{"":"2024-08-04,1107,La Habra                 ,30,1444.5
{"":"2024-08-04,1108,Chillicothe              ,5,672
{"":"2024-08-04,1109,Muskogee                 ,12,776.5
{"":"2024-08-04,1110,Rosemead                 ,18,743.5
{"":"2024-08-04,1111,Milton                   ,9,379.5
{"":"2024-08-04,1112,San Diego                ,3,-608
{"":"2024-08-04,1113,Tulsa                    ,13,645.5
{"":"2024-08-04,1114,Chula Vista              ,29,1579.5
{"":"2024-08-04,1115,Cullman                  ,8,283
{"":"2024-08-04,1116,Superior                 ,15,660
{"":"2024-08-04,1117,Las Vegas                ,25,1190.5
{"":"2024-08-04,1118,Costa Mesa               ,10,500.5
{"":"2024-08-04,1119,Sacramento               ,11,428
{"":"2024-08-04,1120,Schenectady              ,4,126
{"":"2024-08-04,1121,Laurel                   ,20,710.5
{"":"2024-08-04,1122,Livingston               ,6,-355
{"":"2024-08-04,1123,Ammon                    ,15,856
{"":"2024-08-04,1124,West Long Branch         ,9,299
{"":"2024-08-04,1125,Albuquerque              ,36,1782.5
{"":"2024-08-04,1126,Frisco                   ,22,1045
{"":"2024-08-04,1127,Salinas                  ,31,1225.5
{"":"2024-08-04,1128,Naples                   ,3,96.5
{"":"2024-08-04,1129,Springfield              ,19,890.5
{"":"2024-08-04,1130,Janesville               ,10,679.5
{"":"2024-08-04,1131,Temecula                 ,62,2332.5
{"":"2024-08-04,1132,Avondale                 ,25,1069
{"":"2024-08-04,1133,South Colby              ,40,2243.5
{"":"2024-08-04,1134,Warrington               ,31,1622
{"":"2024-08-04,1135,Waterford                ,13,656
{"":"2024-08-04,1136,Selinsgrove              ,8,283
{"":"2024-08-04,1137,Indianapolis             ,24,2257.5
{"":"2024-08-04,1138,Chicago                  ,9,696.5
{"":"2024-08-04,1139,Chattanooga              ,7,315
{"":"2024-08-04,1140,Cypress                  ,11,609
{"":"2024-08-04,1141,Ardmore                  ,7,225.5
{"":"2024-08-04,1142,Statesboro               ,11,429
{"":"2024-08-04,1143,Manteca                  ,27,1288
{"":"2024-08-04,1144,Allentown                ,32,1519
{"":"2024-08-04,1145,Oak Ridge                ,11,512
{"":"2024-08-04,1146,Castle Rock              ,21,1018.5
{"":"2024-08-04,1147,Minot                    ,16,794
{"":"2024-08-04,1148,Mount Pleasant           ,17,860
{"":"2024-08-04,1149,Cape Coral               ,23,916
{"":"2024-08-04,1150,Franklin                 ,27,1465.5
{"":"2024-08-04,1151,Dunwoody                 ,20,801
{"":"2024-08-04,1152,Lodi                     ,21,922.5
{"":"2024-08-04,1153,Riverside                ,36,1942.5
{"":"2024-08-04,1154,Birmingham               ,7,238
{"":"2024-08-04,1155,Titusville               ,18,801.5
{"":"2024-08-04,1156,Liberty                  ,16,688.5
{"":"2024-08-04,1157,Orlando                  ,20,768
{"":"2024-08-04,1158,Wooster                  ,4,277
{"":"2024-08-04,1159,Cheyenne                 ,16,851.5
{"":"2024-08-04,1160,Dulles                   ,19,962
{"":"2024-08-04,1161,Las Vegas                ,16,600
{"":"2024-08-04,1162,Anchorage                ,10,408
{"":"2024-08-04,1163,Cincinnati               ,11,561
{"":"2024-08-04,1164,Edinburg                 ,11,549
{"":"2024-08-04,1165,San Antonio              ,14,547.5
{"":"2024-08-04,1166,Reno                     ,20,1174
{"":"2024-08-04,1167,Reno                     ,51,2804
{"":"2024-08-04,1168,Fort Collins             ,23,1058
{"":"2024-08-04,1169,Waxahachie               ,7,193.5
{"":"2024-08-04,1170,lancaster                ,31,1376.5
{"":"2024-08-04,1171,Saint Clairsville        ,7,228
{"":"2024-08-04,1172,Grove City               ,5,200.5
{"":"2024-08-04,1173,Bel Air                  ,58,2828.5
{"":"2024-08-04,1174,Oxford                   ,8,424.5
{"":"2024-08-04,1175,Baytown                  ,9,462.5
{"":"2024-08-04,1176,Harrisonburg             ,10,447.5
{"":"2024-08-04,1177,Pittsburgh               ,29,1249
{"":"2024-08-04,1178,Tarpon Springs           ,17,995.5
{"":"2024-08-04,1179,Bridgeport               ,8,344
{"":"2024-08-04,1180,Renton                   ,30,1510
{"":"2024-08-04,1181,San Clemente             ,27,1424.5
{"":"2024-08-04,1182,Fairfield                ,15,860
{"":"2024-08-04,1183,Suffolk                  ,13,654
{"":"2024-08-04,1184,Parma                    ,9,440
{"":"2024-08-04,1185,Oklahoma City            ,18,1066
{"":"2024-08-04,1186,Butler                   ,7,266
{"":"2024-08-04,1187,Kingston                 ,24,1341.5
{"":"2024-08-04,1188,Lufkin                   ,19,912
{"":"2024-08-04,1189,Lady Lake                ,13,356.5
{"":"2024-08-04,1190,Lawrence                 ,1,13.5
{"":"2024-08-04,1191,Henderson                ,16,614
{"":"2024-08-04,1192,Niagara Falls            ,10,639.5
{"":"2024-08-04,1193,Fenton                   ,5,245
{"":"2024-08-04,1194,Gulfport                 ,2,38
{"":"2024-08-04,1195,Rolling Hills Estates    ,27,1494
{"":"2024-08-04,1196,Sarasota                 ,2,116
{"":"2024-08-04,1197,Wayne                    ,18,594
{"":"2024-08-04,1198,Capitol Heights          ,36,1787
{"":"2024-08-04,1199,Cookeville               ,12,651.5
{"":"2024-08-04,1200,Menomonee Falls          ,15,689
{"":"2024-08-04,1201,Smyrna                   ,4,64.5
{"":"2024-08-04,1202,Yulee                    ,15,880.5
{"":"2024-08-04,1203,Orange City              ,17,784
{"":"2024-08-04,1204,Brick                    ,16,888
{"":"2024-08-04,1205,Eldersburg               ,18,973.5
{"":"2024-08-04,1207,Canton                   ,23,884
{"":"2024-08-04,1208,Sherman                  ,10,501
{"":"2024-08-04,1209,Valley Stream            ,9,397
{"":"2024-08-04,1210,Tampa                    ,26,1107.5
{"":"2024-08-04,1211,Seminole                 ,25,1307.5
{"":"2024-08-04,1213,Santa Monica             ,14,98
{"":"2024-08-04,1214,Warren                   ,5,104
{"":"2024-08-04,1215,Chico                    ,28,1603
{"":"2024-08-04,1216,Tucson                   ,9,529.5
{"":"2024-08-04,1217,Houston                  ,10,406
{"":"2024-08-04,1218,Vallejo                  ,26,1465
{"":"2024-08-04,1219,Charlotte                ,18,652.5
{"":"2024-08-04,1220,Latham                   ,13,642
{"":"2024-08-04,1221,Sherman Oaks             ,20,932
{"":"2024-08-04,1222,Walla Walla              ,6,283.5
{"":"2024-08-04,1223,New Bern                 ,21,1214.5
{"":"2024-08-04,1224,Joliet                   ,30,1524.5
{"":"2024-08-04,1225,Chicago                  ,15,497
{"":"2024-08-04,1226,Marietta                 ,22,1049
{"":"2024-08-04,1227,Norwalk                  ,15,640.5
{"":"2024-08-04,1228,Beavercreek              ,10,455
{"":"2024-08-04,1229,Glenwood Springs         ,10,671.5
{"":"2024-08-04,1230,Cedar Park               ,24,1366.5
{"":"2024-08-04,1231,Hutchinson               ,6,303.5
{"":"2024-08-04,1232,Long Beach               ,24,1347.5
{"":"2024-08-04,1233,Coralville               ,18,708
{"":"2024-08-04,1234,Johnstown                ,12,633
{"":"2024-08-04,1235,Moscow                   ,3,88
{"":"2024-08-04,1236,Elko                     ,10,574.5
{"":"2024-08-04,1237,Chambersburg             ,8,307.5
{"":"2024-08-04,1238,Redding                  ,46,1713
{"":"2024-08-04,1239,Houston                  ,20,850.5
{"":"2024-08-04,1240,Shelby Township          ,14,714.5
{"":"2024-08-04,1241,Riverhead                ,10,612
{"":"2024-08-04,1242,Spring                   ,9,369
{"":"2024-08-04,1243,Porterville              ,12,547
{"":"2024-08-04,1244,Bellingham               ,10,339
{"":"2024-08-04,1245,Edmond                   ,7,343
{"":"2024-08-04,1246,Warner Robins            ,14,576
{"":"2024-08-04,1247,Newtown Square           ,30,1460.5
{"":"2024-08-04,1248,Wichita                  ,8,452.5
{"":"2024-08-04,1249,Whittier                 ,20,615.5
{"":"2024-08-04,1250,Hemet                    ,12,659
{"":"2024-08-04,1251,Broken Arrow             ,17,765
{"":"2024-08-04,1252,Hattiesburg              ,9,531
{"":"2024-08-04,1253,Lake Elsinore            ,9,570
{"":"2024-08-04,1254,Las Vegas                ,19,1219
{"":"2024-08-04,1255,pueblo                   ,6,363
{"":"2024-08-04,1256,San Jose                 ,23,1181
{"":"2024-08-04,1257,Eagan                    ,10,370
{"":"2024-08-04,1258,Hoffman Estates          ,10,664.5
{"":"2024-08-04,1259,San Jose                 ,23,1164.5
{"":"2024-08-04,1260,Benton                   ,3,117
{"":"2024-08-04,1261,Nags Head                ,11,589.5
{"":"2024-08-04,1262,Searcy                   ,4,177
{"":"2024-08-04,1263,Lexington                ,7,377.5
{"":"2024-08-04,1264,Yukon                    ,7,436
{"":"2024-08-04,1265,Evergreen Park           ,28,1107.5
{"":"2024-08-04,1266,Bound Brook              ,32,1645.5
{"":"2024-08-04,1267,Wheat Ridge              ,21,1076
{"":"2024-08-04,1268,Lansing                  ,4,153
{"":"2024-08-04,1269,Meridian                 ,29,1633.5
{"":"2024-08-04,1270,Gretna                   ,5,313
{"":"2024-08-04,1271,Oshkosh                  ,1,79
{"":"2024-08-04,1272,Goshen                   ,9,393.5
{"":"2024-08-04,1273,American Fork            ,9,316
{"":"2024-08-04,1274,Avon                     ,26,2647
{"":"2024-08-04,1275,Gloucester               ,6,305.5
{"":"2024-08-04,1276,Escondido                ,23,918
{"":"2024-08-04,1277,Spanish Fork             ,10,434
{"":"2024-08-04,1278,Ann Arbor                ,6,323
{"":"2024-08-04,1279,Chapel Hill              ,17,743
{"":"2024-08-04,1280,Ontario                  ,23,972.5
{"":"2024-08-04,1281,Farmington               ,18,1060
{"":"2024-08-04,1282,Danbury                  ,18,858.5
{"":"2024-08-04,1283,Yorktown Heights         ,18,845.5
{"":"2024-08-04,1284,Olathe                   ,17,844
{"":"2024-08-04,1285,Rochester                ,13,478
{"":"2024-08-04,1286,Rochester                ,15,760
{"":"2024-08-04,1287,Chicago                  ,9,503
{"":"2024-08-04,1288,Phillipsburg             ,29,1610.5
{"":"2024-08-04,1289,Enid                     ,18,770
{"":"2024-08-04,1290,Santa Rosa               ,21,923
{"":"2024-08-04,1291,Greenfield               ,21,1095
{"":"2024-08-04,1292,Memphis                  ,12,587
{"":"2024-08-04,1293,Bellingham               ,19,1179
{"":"2024-08-04,1294,Lafayette                ,30,2825.5
{"":"2024-08-04,1295,Kissimmee                ,11,561
{"":"2024-08-04,1296,Lapeer                   ,2,88
{"":"2024-08-04,1297,Morristown               ,8,423.5
{"":"2024-08-04,1298,Taunton                  ,13,610
{"":"2024-08-04,1299,Huntington Beach         ,42,2287.5
{"":"2024-08-04,1300,Fontana                  ,11,435
{"":"2024-08-04,1301,Garfield                 ,6,228.5
{"":"2024-08-04,1302,Thousand Oaks            ,58,3573
{"":"2024-08-04,1303,Ocean City               ,19,942
{"":"2024-08-04,1304,Niles                    ,18,1286
{"":"2024-08-04,1305,Towson                   ,33,1307
{"":"2024-08-04,1306,Manhattan                ,18,975.5
{"":"2024-08-04,1307,Seneca                   ,16,644
{"":"2024-08-04,1308,Alpharetta               ,22,1157
{"":"2024-08-04,1309,Marysville               ,27,1075.5
{"":"2024-08-04,1310,Seattle                  ,26,1232.5
{"":"2024-08-04,1311,Dallas                   ,16,676.5
{"":"2024-08-04,1312,Johnson City             ,15,590
{"":"2024-08-04,1313,Albany                   ,18,890
{"":"2024-08-04,1314,La Quinta                ,44,2591
{"":"2024-08-04,1315,Los Angeles              ,24,873
{"":"2024-08-04,1316,Cedar Knolls             ,13,704
{"":"2024-08-04,1317,Richland                 ,22,1064
{"":"2024-08-04,1318,Bartlesville             ,1,29.5
{"":"2024-08-04,1319,Covington                ,32,1675
{"":"2024-08-04,1320,Brighton                 ,19,1051
{"":"2024-08-04,1321,Vienna                   ,13,614.5
{"":"2024-08-04,1322,Fresno                   ,16,735
{"":"2024-08-04,1323,Hinesville               ,6,237
{"":"2024-08-04,1324,Pooler                   ,7,221.5
{"":"2024-08-04,1325,Daytona Beach            ,19,906.5
{"":"2024-08-04,1326,Kissimmee                ,3,93.5
{"":"2024-08-04,1327,Hopkinsville             ,3,336
{"":"2024-08-04,1328,Baxter                   ,11,453
{"":"2024-08-04,1329,Saint Peters             ,9,450.5
{"":"2024-08-04,1330,Prosper                  ,13,410.5
{"":"2024-08-04,1331,Houston                  ,41,1785.5
{"":"2024-08-04,1333,Plant City               ,5,247
{"":"2024-08-04,1334,Salina                   ,4,290
{"":"2024-08-04,1335,New Port Richey          ,8,65
{"":"2024-08-04,1336,Sequim                   ,7,199.5
{"":"2024-08-04,1337,Foley                    ,16,656
{"":"2024-08-04,1338,Blackwood                ,23,903
{"":"2024-08-04,1339,Hyattsville              ,17,722.5
{"":"2024-08-04,1340,Staten Island            ,6,325.5
{"":"2024-08-04,1341,New Philadelphia         ,7,316
{"":"2024-08-04,1342,Great Falls              ,23,1289.5
{"":"2024-08-04,1343,Waterbury                ,8,283.5
{"":"2024-08-04,1344,Lincoln                  ,13,608
{"":"2024-08-04,1345,Creve Coeur              ,7,156.5
{"":"2024-08-04,1346,Wenatchee                ,29,1229.5
{"":"2024-08-04,1347,North Miami Beach        ,25,913.5
{"":"2024-08-04,1348,PINECREST                ,37,2066.5
{"":"2024-08-04,1349,Panama City Beach        ,10,633
{"":"2024-08-04,1350,Midlothian               ,12,381.5
{"":"2024-08-04,1351,Mobile                   ,13,645
{"":"2024-08-04,1352,Fort Mill                ,24,1263
{"":"2024-08-04,1353,Rialto                   ,25,1138
{"":"2024-08-04,1354,Rossford                 ,21,835.5
{"":"2024-08-04,1355,Machesney Park           ,-2,-125
{"":"2024-08-04,1356,Lebanon                  ,6,346
{"":"2024-08-04,1357,Chicago                  ,25,984
{"":"2024-08-04,1358,Pompano Beach            ,18,822.5
{"":"2024-08-04,1359,Middletown               ,22,1079.5
{"":"2024-08-04,1360,Northbrook               ,10,474
{"":"2024-08-04,1361,Columbus                 ,5,186.5
{"":"2024-08-04,1362,Kennett Square           ,25,1157.5
{"":"2024-08-04,1363,Plover                   ,5,121
{"":"2024-08-04,1364,Cartersville             ,13,414
{"":"2024-08-04,1365,Panama City              ,19,1142.5
{"":"2024-08-04,1366,Cleveland                ,10,402.5
{"":"2024-08-04,1367,Germantown               ,4,106
{"":"2024-08-04,1368,Hot Springs              ,16,877
{"":"2024-08-04,1369,DeWitt                   ,6,283
{"":"2024-08-04,1370,Naples                   ,21,1269.5
{"":"2024-08-04,1371,Dawsonville              ,11,477
{"":"2024-08-04,1372,Dania Beach              ,25,887
{"":"2024-08-04,1373,Pembroke Pines           ,13,527.5
{"":"2024-08-04,1374,McAllen                  ,28,1278.5
{"":"2024-08-04,1375,St Louis                 ,23,1196
{"":"2024-08-04,1377,Palm Springs             ,17,690
{"":"2024-08-04,1378,Oldsmar                  ,13,364
{"":"2024-08-04,1379,Yonkers                  ,22,751.5
{"":"2024-08-04,1380,Lake Jackson             ,10,610.5
{"":"2024-08-04,1381,Brooklyn                 ,2,74
{"":"2024-08-04,1382,Nashville                ,13,825.5
{"":"2024-08-04,1383,Mesquite                 ,18,703
{"":"2024-08-04,1384,Kirkland                 ,18,1042
{"":"2024-08-04,1385,Livermore                ,9,740
{"":"2024-08-04,1386,Bend                     ,18,1040.5
{"":"2024-08-04,1387,Chester                  ,18,699.5
{"":"2024-08-04,1388,Orlando                  ,27,1109
{"":"2024-08-04,1389,Yuba city                ,15,935
{"":"2024-08-04,1390,Philadelphia             ,17,664
{"":"2024-08-04,1391,Huntsville               ,29,1277.5
